audio,caption
dataset/01-Scooter-__-QUALITYMIXTAPE.COM_.mp3,"energetic, upbeat, electronic, mixed, club, dance"
dataset/Jerry Gnex - Ecstasy.mp3,"uplifting,happy,energetic, EDM, male, instrumental"
dataset/07-Ntokzin-Usungekho-ft-Azana-Moscow-on-Keyz-(JustNaija.com).mp3,"energetic, upbeat, amapiano, male, collaboration"
dataset/Dremo - Mabel Ft Davido.mp3,"energetic,happy, Afrobeat, male, collaboration"
dataset/Ejoya & liya - Fiki.MP3,"upbeat,happy, afrobeats, mixed, collaboration"
dataset/Rydm City - Anointed .mp3,"upbeat, energetic, pop, male, anthem"
dataset/Calvin harris & dua lipa - One kiss.MP3,"upbeat, dance, pop, electronic, mixed, "
"dataset/Dj spinall ft omawunmi , slimcase - Malowa.MP3","upbeat,dance, Afrobeat, mixed, collaboration"
dataset/Joeboy - Cubana.MP3,"upbeat, energetic, Afrobeat, male, popular, Nigerian"
dataset/Khalid - Please Don't Fall In Love With Me.mp3,"chill, romantic, R&B, male, soulful"
"dataset/Leroyale - Ngizokuthanda (feat. Sino Msolo, Russell Zuma & Sipho Magudulela).mp3","romantic, soothing, afro soul, mixed, collaboration"
dataset/BNXN (Buju) - Pray.mp3,"uplifting,hopeful, Afrobeats, male, prayer,inspirational"
dataset/Sage-Thuli-Phongolo-ft-AirBurn-Sounds-Rams-De-Violinist.mp3,"upbeat,happy, afro-pop, female, collaboration"
dataset/Patoranking - Feelings.MP3,"upbeat, romantic, afrobeat, male, Nigerian"
dataset/Popcaan - Skeleton cartier.MP3,"energetic, lively, dancehall, male, Jamaican, party"
dataset/Nasty c - Blackout.MP3,"energetic, powerful, hip hop, male, South African"
dataset/Savage ft. alpha p - Buttons.MP3,"energetic, upbeat, Afrobeats, male, collaboration, Nigerian"
dataset/Simi-All-I-Want.mp3,"upbeat,happy, Afrobeats, female, love"
dataset/Lil tecca ft juice wrld - Ransom.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Ajebutter 22 & oxlade - Unconditionally.MP3,"romantic, soothing, emotional, Afrobeats, Male, collaboration, duet"
dataset/Waje - Bottom line.MP3,"uplifting, motivational, Afrobeat, female, Nigerian"
dataset/Skales - Shake Body.mp3,"upbeat, energetic, afrobeat, male, party"
dataset/Central cee - Khabib.MP3,"energetic, hype, rap, male, London, drill, trap"
dataset/Ariana grande and justin bieber - Stuck with u.MP3,"romantic, uplifting, pop, mixed, collaboration, love song"
dataset/Tekno and masterkraft - Beh beh.MP3,"upbeat,dance, Afrobeats, male, collaboration"
dataset/Seyi ft dj spinall - One love.MP3,"uplifting, lively, Afrobeat, male, collaboration, dance"
dataset/Master kg - Skeleton move.MP3,"energetic,happy,dance, afrobeats, male, popular"
dataset/06-Ntokzin-Tjo-Tjo-Ft-MDU-aka-TRP-Gugu-2woshot-Stompiiey-(JustNaija.com).mp3,"upbeat,dance, amapiano, male, collaboration, energetic"
dataset/Emo Grae - How Come ft Zinoleesky.mp3,"emotional,sad, Afrobeats, Male, collaboration"
dataset/Bella shmurda ft tiwa savage - Nsv.MP3,"energetic,happy, Afrobeats, mixed, collaboration"
dataset/Blaqbonez Ft Tay Iwar Ring Ring Radio Edit Clean Version.mp3,"upbeat,happy, hip hop, male, collaboration"
dataset/Chiké  Bad.mp3,"sad, emotional, Afrobeat, male, Nigerian"
dataset/Wakadinali - McMca.mp3,"energetic,hype, rap, male, Kenyan"
dataset/Nicki minaj - Red ruby da sleeze.MP3,"energetic, fierce, hip-hop, female, explicit lyrics"
dataset/Mayorkun - Lowkey .mp3,"chill, relaxed, mellow, Afrobeat, male, Nigerian"
dataset/Shallipopi-100.mp3,"upbeat,happy,energetic, pop, female, "
dataset/Thabza Tee – Nhliziyo Yami eKhala Kakhulu ft. Tman Xpress.mp3,"uplifting,happy, amapiano, male, collaboration"
dataset/Amaarae - Reckless & Sweet.mp3,"upbeat, sensual, Afrobeat, female, uplifting, groovy"
dataset/Boy spyce - So bad.MP3,"upbeat, energetic, pop, male, catchy"
"dataset/Mr real ft maphorisa ,niniola - Legbegbe remix.MP3","energetic, dance, afrobeat, mixed, remix, collaboration"
dataset/Brown Shuga.mp3,"upbeat,happy, pop, female, catchy"
dataset/Charlie puth - Light switch.MP3,"upbeat,happy, pop, male, catchy"
dataset/Badman EDITED - Copy.mp3,"energetic, upbeat, pop, male, remix, edited"
dataset/Laycon-Senseless dflamz radio .mp3,"upbeat, Afrobeats, male, radio"
dataset/Burna Boy - For My Hand feat. Ed Sheeran.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Gregor Salto & Spykida feat .Obadd-VIBRATION.mp3,"energetic,dance, house, mixed, collaboration"
"dataset/Larry gaaga ft 2baba, burna boy , dbanj - Baba nla.MP3","energetic,upbeat, afrobeat, male, collaboration"
dataset/Adekunle Gold - The Life I Chose .mp3,"uplifting, reflective, Afrobeat, male, Nigerian music"
dataset/Kizz daniel - Ja.MP3,"upbeat, energetic, Afrobeats, male, Nigerian artist"
dataset/Poco Lee ft Qdot - JOKORIKO.mp3,"energetic, lively, Afrobeats, male, collaboration"
dataset/Oxlade - Baddest boy (cover).MP3,"upbeat, playful, Afrobeat, male, cover"
dataset/Dustinho - Buya (feat. Pixie L).mp3,"upbeat, energetic, afro house, male, feat. Pixie L"
dataset/Timaya - I Concur Ft  Don Jazzy.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Ink-Boy-For-Days-Ft-Sarkodie.mp3,"upbeat,happy, Afrobeat, male, "
dataset/Drake - Toosie slide.MP3,"upbeat,dance, hip-hop, male, popular"
dataset/Peruzzi & Aceberg - Ready.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Ed sheeran ft justin bieber - I don't care.MP3,"upbeat,happy, pop, male, "
dataset/Ambelete - Chophead.mp3,"energetic, hype, hip hop, male, fast tempo"
dataset/MO'HITS ALL STARS - WHY ME (REMIX).mp3,"upbeat, energetic, afrobeat, mixed, collaboration, remix"
dataset/WON DA MO MASTER RADIO EDIT.mp3,"upbeat,happy,energetic, Afrobeats, male, dance,party"
dataset/Tomi thomas - Who knew.MP3,"upbeat, energetic, Afrobeats, male, "
dataset/The game ft kanye west - Eazy.MP3,"energetic, powerful, hip hop, male, collaboration"
dataset/Tjan - Future in your eyes.MP3,"hopeful, romantic, R&B, male, soulful"
dataset/Tshego - No Ties (Amapiano Remix)_(muzmo.pro).mp3,"upbeat, lively, Amapiano, male, remix"
dataset/Qing-Madi-YBIL-ft-Kizz-Daniel.mp3,"upbeat,happy, Afrobeats, male, "
dataset/King Perryy - Work N Grind.mp3,"upbeat, energetic, Afrobeat, male, danceable"
dataset/Stakev-S-hamba-Nabo-ft-Toss-Kabza-De-Small-Professor-(JustNaija.com).mp3,"energetic,happy, Amapiano, male, collaboration"
dataset/Wavy the creator ft. wurld - Harmonies.MP3,"calm, uplifting, Afrobeats, male, collaboration"
dataset/Taylor swift ft brendon urie of panic! at the disc - Me!.MP3,"upbeat, catchy, pop, female, collaboration, famous artists"
dataset/Dremo - Ringer Ft Reekado Banks.mp3,"lively, upbeat, Afrobeat, male, collaboration, Nigerian"
dataset/Vedo - You got it.MP3,"romantic, uplifting, R&B, male, soulful"
dataset/Boy-Spyce-You-Rum-Schnapp mp3.mp3,"lively, energetic, Afrobeats, male, upbeat"
dataset/Dj Neptunes Feat M I - 1 2 3.mp3,"energetic,upbeat, hip hop, male, collaboration"
dataset/DJ 4kerty - Ma Wo Be ft Lyta.mp3,"energetic,dance, afrobeats, male, collaboration"
dataset/Tiwa savage ft duncan mighty - Lova lova.MP3,"upbeat, romantic, Afrobeats, R&B, female, collaboration"
dataset/Yemi alade ft rick ross - Oh my gosh (remix).MP3,"upbeat, Afrobeats, female, collaboration"
dataset/MAVIN - JARA.mp3,"Upbeat, Energetic, Afrobeat, Male, Dance"
dataset/Wande Coal - My Way.mp3,"upbeat,happy, Afrobeat, male, danceable,uplifting"
dataset/QingMad - Madi's Medley.mp3,"upbeat,happy, pop, female, medley"
dataset/Olamide - Life Goes On.mp3,"uplifting,hopeful, Afrobeat, male, Nigeria"
dataset/Crowd krontroller ft niniola - Bambam (extended.MP3,"energetic, lively, afrobeat, mixed, collaboration"
dataset/Armani white ft asap ferg - Silver tooth.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Sykes-Sisekakeni-Babies-ft-Skillz-Musiq-RudeBoyz.mp3,"energetic, upbeat, Gqom, Afro House, mixed, collaboration"
dataset/Odumodublvck ft cruel santino &  bella shmurda - Dog eat dog ii.MP3,"energetic, upbeat, Afrobeats, mixed, collaboration"
dataset/Seyi-Shay-For-the-Streets-ft-JRose.mp3,"energetic, empowering, Afrobeats, female, collaboration"
dataset/DOTMAN-E-Clear.mp3,"energetic, upbeat, Afrobeats, male, dance, Nigerian"
dataset/Meek mill ft roddy ricch - Letter to nipsey hustle.MP3,"inspirational,sad, rap, male, tribute"
dataset/Jumabee  ft Wizard Chan  - Heaven.mp3,"uplifting,happy, Afrobeat, male, collaboration"
dataset/Tems - Turn Me Up.mp3,"sensual, emotional, R&B, female, Nigerian"
dataset/Dremo - Fela Tribute.mp3,"nostalgic, powerful, hip hop, male, Fela Kuti, tribute"
dataset/Daliwonga - Gumba Fire_(muzmo.pro).mp3,"upbeat,happy, amapiano, male, South African"
dataset/Problems rakbekah.mp3,"upbeat,happy, pop, female, energetic"
dataset/Niphkeys &  Reekado Banks - Man Of The Year.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/DanDizzy-Oppress-ft-ODUMODUBLVCK-Jeriq-DTg.mp3,"Energetic, Aggressive, Hip Hop, Male, Collaboration"
dataset/J hus - Fight for your right.MP3,"energetic, empowering, rap, male, uplifting"
dataset/Mr Eazi - Short Skirt (Ft  Tekno).mp3,"upbeat,energetic, Afrobeats, male, collaboration"
dataset/Wizkid - Soco (Starboy Ft  Wizkid  Ceeza Milli  Spotless & Terri).mp3,"energetic,happy, afrobeat, male, collaboration"
dataset/Imagine dragons - I don't like myself.MP3,"uplifting, energetic, pop, rock, male, alternative"
dataset/Azana X Tolibian - Oshey.mp3,"upbeat,happy, afrobeat, female, collaboration"
dataset/Wande Coal - Don t Feel Love.mp3,"emotional, reflective, R&B, male, love, heartbreak, soulful"
dataset/The-Cavemen-Ugo-(TrendyBeatz.com).mp3,"energetic, upbeat, rock, male, uptempo"
dataset/Fireboy dml - Like i do.MP3,"upbeat, romantic, Afrobeat, male, Nigerian"
dataset/Madonna & sickick ft fireboy dml - Frozen (remix).MP3,"energetic,upbeat, pop, mixed, remix, collaboration"
dataset/Ice Prince - Magician ft Young L & J-milla.mp3,"upbeat, energetic, hip hop, male, collaboration, rap"
dataset/Sefa ft. sarkodie & dj tira - Fever.MP3,"energetic, lively, afrobeat, male, featuring, collaboration"
dataset/WINNER - DECOPOLY.mp3,"upbeat,happy, K-pop, male, energetic"
dataset/Samthing Soweto & De Mthuda-Weekend.mp3,"chill,relaxing,uplifting, afro house, male, collaboration"
dataset/Skillibeng ft F.S. - Whap.mp3,"energetic, upbeat, dancehall, male, collaboration, Jamaican artist"
dataset/Zinoleesky-Many-things.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Jay1 - Million bucks.MP3,"upbeat,happy, pop, male, catchy"
dataset/Wstrn ft sai so - Armagidion.MP3,"upbeat, energetic, hip hop, R&B, mixed, collaboration"
"dataset/Dj jimmy jatt ft mr eazi , skales - Halima.MP3","upbeat, groovy, afrobeats, male, collaboration"
"dataset/Snoop dogg ft jermaine dupri, ozuna and slim jxmmi - Do it when i'm in it.MP3","energetic, catchy, hip hop, reggaeton, male, collaboration"
dataset/Ajebo Hustlers - Yafun Yafun.mp3,"happy, energetic, Afrobeats, mixed, popular"
dataset/Wes nelson - Say nothing.MP3,"upbeat, energetic, pop, male, catchy"
dataset/SOS-Musiq-Bathini-Ft-LeeMckrazy-Bathini.mp3,"energetic, lively, Hip Hop, male, collaboration"
dataset/Vector - Angeli ft 9ice.mp3,"energetic, uplifting, Afrobeat, male, collaboration"
dataset/Zaaki Azzay ft Jay Teazer - No Gree 4 Anybody .mp3,"energetic, upbeat, Afrobeat, male, collaborative, Nigerian"
dataset/JeriQ_-_Billion_Dollar_Dream.mp3,"uplifting,hopeful, hip-hop, male, inspirational"
dataset/Dj-Maphorisa-Hayi-Baleka-Ft-TNK-MusiQ-TmanXpress-Ricky-Lenyora.mp3,"energetic, upbeat, amapiano, mixed, collaboration"
dataset/DJ Spinall - Jabole Ft  Ycee & Oxlade.mp3,"energetic, upbeat, Afrobeats, mixed, collaboration"
dataset/Peruzzi ft Fireboy DML-Pressure.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/King promise - Terminator.MP3,"energetic, uplifting, Afrobeats, male, dance"
dataset/Johnny drille & simi - Halleluya.MP3,"romantic, soulful, Afrobeat, R&B, male, female, collaboration"
dataset/Mas-Musiq-Sbali-ft-TO-Starquality-Xolani-Guitars-Major-League-DJz.mp3,"upbeat, energetic, amapiano, mixed, collaboration"
dataset/TBDK (feat. Sinzu & Erigga)_ Dflamz Radio.mp3,"upbeat, energetic, Afrobeats, Hip Hop, male, collaboration"
dataset/Kabza De Small Feat Young Stunna - Ngeke Balunge (Official Audio.mp3,"upbeat, energetic, Amapiano, male, collaboration"
dataset/Wizkid - Pressure.mp3,"energetic,upbeat, afrobeats, male, Nigerian"
dataset/Mohbad - Feel good.MP3,"upbeat,happy, Afrobeats, male, "
dataset/The cavemen - Stranger.MP3,"mysterious, suspenseful, rock, male, cave-like"
dataset/Bnxn fka buju ft olamide - Modupe.MP3,"grateful, cheerful, Afrobeats, male, collaboration"
dataset/Alpha P - Paloma (DJ Tunez & D3AN Remix).mp3,"upbeat, energizing, Afrobeat, remix, male, popular, dance"
dataset/KO_Ft_Young_Stunna_Diamond_Platnumz_Oxlade - SETE_REMIX.mp3,"energetic, upbeat, afrobeats, male, collaboration, remix"
dataset/Ladi Poe - Lemme Know (Remix) Ft  Teni.mp3,"smooth, upbeat, Afrobeats, male, collaboration, remix"
dataset/Laycon-Remember-Me.mp3,"upbeat, nostalgic, Afrobeats, male, Laycon"
dataset/L.a.x ft yemi alade - Bad.MP3,"upbeat, energetic, lively, Afrobeats, male, female, collaboration"
dataset/spee ft phyno.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
"dataset/Basketmouth ft chike, zoro and play - Life.MP3","uplifting, joyful, Afrobeat, male, collaboration"
dataset/Kizz Daniel - My G.mp3,"upbeat, energetic, Afrobeats, male, Nigeria, dance"
dataset/Chris brown ft drake - No guidance.MP3,"chill, romantic, R&B, male, collaboration"
dataset/Efe - Far Away.mp3,"dreamy, uplifting, pop, male, nostalgic"
dataset/Rachel Platten  Fight Song.mp3,"inspiring, empowering, pop, female, "
dataset/Jesse-Jagz-Chant-Down-Babylon-(JustNaija.com).mp3,"uplifting, empowering, reggae, male, "
dataset/Chinko ekun ft mohbad - Jafafa.MP3,"energetic,hype, Afrobeats, male, collaboration"
dataset/Kiing Lu ft vector PULL UP.mp3,"energetic, uplifting, hip hop, male, collaboration, rap"
dataset/Asake 2 30 O To Ojor Meta.mp3,"energetic, upbeat, lively, Afrobeats, male, Nigerian music"
dataset/Vector ft ichaba - I need you.MP3,"upbeat, romantic, afropop, male, Nigerian, collaboration"
dataset/Jeriq - Ifedinmma.mp3,"uplifting, romantic, Afrobeat, male, Nigerian"
dataset/Durbans finest ft professor - Umsindo.MP3,"energetic,upbeat, house, mixed, collaboration"
dataset/Buju-–-So-Lovely.mp3,"happy, romantic, Afrobeats, male, Buju"
dataset/Pami (Radio Edit) Idowest.mp3,"energetic,hype, afrobeats, male, danceable"
dataset/The weekend - Heartless.MP3,"dark, energetic, R&B, male, explicit, anthem"
dataset/Sarkodie ft mr eazi - Do you.MP3,"energetic, romantic, Afrobeats, male, collaboration"
dataset/Like-Mike-Bambelela-Ft-Candy-Man-Cornelius-SA-Nomvula-SA.mp3,"upbeat, afro-house, male, collaboration"
dataset/Kashcoming - Jonze.MP3,"upbeat, energetic, hip hop, male, "
dataset/02-Bella-Ciao-feat.-Kabza-De-Small.mp3,"upbeat, energetic, Amapiano, mixed, collaboration"
dataset/Jaido-P-Jowo-Ft-mohbad.mp3,"energetic,happy, afrobeat, male, collaboration"
dataset/Gibel'istimela (feat. Kaylash & Mindloswamapiano).mp3,"energetic, upbeat, amapiano, mixed, feat. Kaylash, Mindloswamapiano"
dataset/Greyc - Sere.MP3,"melancholic,sad, pop, female, piano"
dataset/Vector ft wande coal - Mama maradona.MP3,"energetic, joyful, afrobeats, male, collaboration"
dataset/Bad.mp3,"sad, intense, pop, female, heartbreak"
dataset/BELLA SHMURDA FT LIL KESH  -  DND.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Ajebutter 22  Ft KiDi & Joey B --Dey Ok.mp3,"upbeat, happy, Afrobeats, male, featured artists: KiDi, Joey B"
dataset/Johnny Drille  odo feat Styl Plus .mp3,"romantic, soothing, Afrobeat, male, collaboration, Nigerian"
dataset/Davido - Something fishy.MP3,"upbeat, energetic, afrobeat, male, Nigerian"
dataset/Crayon - L' eko.MP3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Drake ft james fauntleroy - Girls love beyonce.MP3,"romantic, emotional, R&B, Hip hop, male, collaboration"
dataset/Larrylanes-Emotional-Robbery-ft-Reekado-Banks clean.mp3,"emotional, Afrobeat, Male, Collaboration"
dataset/Laycon ft mayorkun - Verified.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Maleek berry - Somebody falling.MP3,"upbeat, energetic, Afrobeats, male, Nigerian music"
dataset/Burna boy ft seyi vibez - Giza.MP3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Sarkodie - Confam.mp3,"upbeat, energetic, hip hop, male, Ghanaian"
dataset/Childish gambino - This is america.MP3,"provocative, powerful, intense, hip hop, trap, male, social commentary, political, controversial"
dataset/Terri RYN - On Me.mp3,"energetic, upbeat, pop, female, catchy"
dataset/Reekado banks ft harmonize - Mama.MP3,"joyful, energetic, Afrobeat, male, collaboration, popular"
dataset/Travis scott - Highest in the room.MP3,"energetic,hypnotic, hip hop, male, popular,rap"
dataset/Oskido-Dali-Buya-Club-Mix-Ft-X-Wise-Nkosazana-Daughter-OX-Sounds.mp3,"energetic,upbeat, house, male, feat. X-Wise, Nkosazana, Daughter, OX Sounds"
dataset/Cristale x LaaLee -  Bong Bing.mp3,"upbeat, energetic, pop, mixed, collaboration"
dataset/DJ Tunez - My Love ft Adekunle Gold.mp3,"upbeat, romantic, Afrobeats, male, collaboration, popular"
dataset/Mshizo-21-Justin99-Take-Note-ft-Star-Jazz-T-K-Projects.mp3,"energetic, upbeat, house, mixed, collaboration"
dataset/Article-Wan-Donow-Ft-Quamina-Mp.mp3,"energetic, upbeat, Afrobeat, Hip Hop, male, collaboration, Ghanaian artists"
dataset/Majeeed-Slip-Slide-ft-Rotimi.mp3,"energetic, upbeat, R&B, Hip Hop, male, collaboration"
dataset/Simi - Duduke.MP3,"romantic, soothing, Afropop, female, Nigerian"
dataset/Megadrumz-Vukani-Bo-Dakie-ft-Aymos.mp3,"energetic, uplifting, Amapiano, male, collaboration"
dataset/Reekado banks ft mr eazi - People dey.MP3,"energetic, lively, afrobeat, male, collaboration"
dataset/Patoranking - Sunshine.MP3,"upbeat, joyful, Afrobeat, male, summer vibes"
dataset/Burna boy - City boys.MP3,"energetic, lively, afrobeat, male, Nigeria, African music"
dataset/Tory lanez - Cap.MP3,"upbeat, energetic, hip hop, male, Toronto"
dataset/Tolani Ft Qdot - I Believe .mp3,"uplifting, motivational, Afrobeat, mixed, collaboration"
dataset/Harmonize-Morning-Call.mp3,"calm, peaceful, soothing, R&B, Afro-pop, male, morning, wake-up"
dataset/Niniola - Look like me.MP3,"groovy, energetic, afrobeat, female, danceable"
dataset/Coldplay ft. selena gomez - Let somebody go.MP3,"melancholic, emotional, pop, mixed, collaboration, heartfelt"
dataset/Libianca-angeldemon.mp3,"energetic, intense, rock, female, demon, angel"
dataset/Noon-Dave-Hillary-Remix-Ft-Pabi-Cooper-(JustNaija.com).mp3,"upbeat,happy, afrobeats, male, remix,featured artist"
dataset/Boj ft enny - Culture.MP3,"energetic, lively, afrobeat, male, collaboration"
dataset/Wande Coal - Oh No No.mp3,"upbeat,dance, Afrobeats, male, love"
dataset/Timaya - SWEET US.mp3,"upbeat,happy, Afrobeats, male, danceable"
dataset/Marshmello - Check this out.MP3,"upbeat, energetic, EDM, male, "
dataset/Otile-Brown-My-Sugar-ft-Nadia-Mukami.mp3,"romantic, happy, afro-pop, male, "
dataset/Megan thee stallion ft future - Pressurelicious.MP3,"energetic, confident, rap, female, featured artist: Future"
dataset/Vector - Kilode Ft  Emmsong.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Anne marie - Perfect to me.MP3,"uplifting, empowering, pop, female, "
dataset/Burna boy ft j hus - Cloak and dagger.MP3,"energetic, groovy, afrobeat, male, collaboration"
dataset/Mafikizolo-Khona-ft-Uhuru-Mapiano.mp3,"upbeat, dance, afro-pop, kwaito, mixed, collaboration, South African music"
dataset/Amaarae - Trust fund baby.MP3,"upbeat, energetic, confident, afrobeats, R&B, female, independent, empowering"
dataset/Sigag lauren ft deborah prest - Party nights.MP3,"upbeat, lively, pop, female, collaboration"
dataset/Bad Boy Timz - On Me.mp3,"energetic, upbeat, lively, Afrobeat, male, Nigerian"
dataset/Tyga ft j balvin and chris brown - Haute.MP3,"upbeat, hip hop, male, collaboration"
"dataset/DJ Breezy “Walk & Move” ft. Kelvyn Boy, DarkoVibea, Joey B & Medikal.mp3","energetic, upbeat, Afrobeats, mixed, collaboration"
dataset/Kizz Daniel - Double.mp3,"upbeat, energetic, Afrobeat, male, catchy"
dataset/Mr Eazi - Pour Me Water (Vixxeal Remix).mp3,"upbeat,dance, afrobeat, male, "
dataset/DeeJay Skunk - Because of You (Amapiano Remix)_(muzmo.pro).mp3,"upbeat, happy, Amapiano, male, remix"
dataset/Tems Ft Asake - Get it Right.mp3,"upbeat, energetic, Afrobeats, female, collaboration, Nigerian artists"
dataset/Reekado Banks - Fakosi.mp3,"energetic,happy, Afrobeats, male, "
dataset/JOEBOY - 24-7.mp3,"upbeat, joyful, Afrobeats, male, love"
dataset/Iyanya - No drama.MP3,"upbeat,dance, Afrobeat, male, club banger"
dataset/Oxlade - Away.MP3,"upbeat, romantic, Afrobeat, male, Nigerian"
dataset/Kay jay - Weakness.MP3,"melancholic, emotional, R&B, male, heartbreak"
dataset/Nasty C - SMA feat. Rowlene dflamz clean .mp3,"calm,sad, hip hop, male, explicit,featured artist"
dataset/Donna Adja -Ganja .mp3,"upbeat,happy,energetic, dancehall, female, summer vibes"
dataset/Young Jonn - Dada.mp3,"upbeat, afrobeats, male, dance"
dataset/Falz - Loving.MP3,"happy, love, Afrobeats, male, Nigerian"
dataset/Iniesta (Radio Edit) King Promise.mp3,"upbeat, energetic, Afrobeats, male, radio edit, King Promise"
dataset/Tomi thomas ft. stylo g - Hopeless romantic remix.MP3,"romantic, hopeful, remix, male, "
dataset/Majeeed ft joeboy - Yawa no dey end (remix).MP3,"upbeat,happy, Afrobeats, male, collaboration,remix"
dataset/DJ Neptune - Rolling Ft  Niniola.mp3,"upbeat,happy, Afrobeat, female, collaboration,featured"
dataset/Olamide - Billion talk.MP3,"energetic, upbeat, afrobeats, male, Nigerian music"
dataset/Dj klem ft olawale - Alubarika.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Victor_AD_-_Prayer_Request_ft_Patoranking_talkglitz.tv.mp3,"inspirational, Afrobeat, male, collaboration"
dataset/Skiibii - Daz How Star Do ft Teni Falz DJ Neptune.mp3,"happy, energetic, Afrobeats, Male, collaboration"
dataset/Senth-Deserve-Better.mp3,"uplifting, motivational, pop, male, "
dataset/Travis scott  ft zoey dollaz - Raid.MP3,"energetic,hype, hip-hop, male, collaboration"
dataset/Seun Kuti -  Dey.mp3,"energetic, upbeat, Afrobeat, male, high tempo"
dataset/Olootu - Nice N Plain.mp3,"upbeat,happy, Afrobeat, male, catchy"
dataset/Muthoni Drummer - Pomoni.mp3,"energetic, upbeat, lively, afro-pop, female, dance, summer vibes"
dataset/Headie one ft frenna - Bigger than life.MP3,"energetic, empowering, rap, male, collaboration"
dataset/Qdot  - America.mp3,"energetic, upbeat, Afrobeat, male, Nigeria"
dataset/Purple Song ( Radio Edit) Omah Lay.mp3,"relaxed, chill, Afrobeats, male, radio edit"
dataset/Dj-Maphorisa-Ingxoxo-Ye-Mali-ft-Tman-Xpress-Mellow-Sleazy-(JustNaija.com).mp3,"energetic, upbeat, amapiano, male, collaboration"
dataset/Kizz daniel ft the cavemen. - Oshe.MP3,"joyful, upbeat, Afrobeats, male, collaboration"
dataset/Teni - Trouble.MP3,"upbeat,happy, Afrobeats, female, Nigerian"
dataset/DOTMAN - ESAN.mp3,"upbeat, energetic, afrobeats, male, Nigerian"
dataset/Dj ObzaMang Dakiwe ft Leon Lee.mp3,"upbeat,dance, Amapiano, male, collaboration"
dataset/Buju ft. Blaq Diamond -Italy (Refix).mp3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/Kizz Daniel - No Do.mp3,"upbeat,happy,energetic, Afrobeat, male, "
dataset/VASA - 50-50 .mp3,"upbeat, energetic, pop, male, catchy"
"dataset/Dj neptune, joeboy and mr eazi - Nobody.MP3","upbeat, lively, romantic, Afrobeats, male, collaboration"
dataset/Omah lay - Soso.MP3,"chill, groovy, Afrobeats, male, Nigerian"
dataset/Stakev-Celubuye-ft-Thatohatsi-(JustNaija.com).mp3,"upbeat, energetic, afro-house, male, collaboration, dance"
dataset/Marioo x Jovial - Amor.mp3,"romantic, love, bongo flava, mixed, collaboration"
dataset/Ruger -  Bun Bun.mp3,"energetic,upbeat,happy, Afrobeats, male, Nigerian"
dataset/Ed sheeran - One life.MP3,"sentimental, reflective, pop, acoustic, male, singer-songwriter"
dataset/BrunoMarsfeat.ReFixKingz-FinesseReFix8-BarIntroClean.mp3,"energetic, upbeat, pop, R&B, male, collaboration, remix"
dataset/Dj boat ft victony - Old school love.MP3,"romantic, afrobeat, male, collaboration"
dataset/Teni Ft Mayorkun Costa Titch Ch cco Maitama.mp3,"energetic, upbeat, fun, afrobeat, multiple, collaboration"
dataset/Kel-P Vibes.mp3,"upbeat, energetic, groovy, Afrobeat, dancehall, male, "
dataset/Ajebutter22 Ft Ajebo Hustlers Enjoyment.mp3,"exciting, upbeat, Afrobeat, male, collaboration, Nigerian music"
dataset/Mr Real - Legbegbe (Remix) Ft  Niniola  Dj Maphorisa  Vista & Catzico.mp3,"energetic, upbeat, afrobeat, male, remix, collaboration"
dataset/Joeboy - Oh.MP3,"upbeat,happy, Afrobeats, male, love song"
dataset/Ashley tisdale - Voices in my head.MP3,"reflective, haunting, emotional, pop, female, Disney, actress, High School Musical"
dataset/Ayox-Need-You-To-Stay.mp3,"upbeat, energetic, romantic, pop, male, love song"
dataset/01-Falz-How-Many-Ft-Crayon-(JustNaija.com).mp3,"upbeat,dance, Afrobeats, male, collaboration"
dataset/Rjz-Abofra.mp3,"upbeat,happy, afrobeat, male, Ghanaian"
dataset/Ojahbee ft oxlade - Dutty luv.MP3,"romantic, soothing, Afrobeat, male, collaboration, love song"
dataset/Tekno - On You.mp3,"upbeat,dance, Afrobeat, male, Nigerian"
dataset/Kabza_De_Small_feat_Daliwonga_-_Ilog_Drum_70064853.mp3,"energetic,upbeat, Amapiano, male, collaboration, dance"
dataset/Mojo - Wowo.MP3,"energetic,happy, pop, male, "
dataset/Leriq - Turn Up ft Burna Boy  Phyno.mp3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Sza - Good days.MP3,"chill, positive, R&B, female, empowering"
