audio,caption
dataset/Closer To Christmas -  jason derulo clean.mp3,"festive, sentimental, Pop, Male, Christmas"
dataset/Amasango ft Frequency95_(Original Mix).mp3,"upbeat, House, mixed, collaboration"
dataset/T- Classic - LYFL.mp3,"upbeat,happy, afrobeat, male, youthful"
dataset/Magixx - Maria.MP3,"upbeat,happy, pop, female, love"
dataset/Timaya - Get My Money Right.mp3,"upbeat, energetic, afrobeat, male, danceable"
dataset/Sean Tizzle - PERFECT GENTLEMAN.mp3,"romantic, classy, Afrobeats, male, love song"
dataset/Show dem camp ft reminisce and mojo - Tycoon.MP3,"energetic, upbeat, Afrobeat, Hip hop, mixed, collaboration, Nigerian music"
dataset/Idowest ft phyno - Owale.MP3,"energetic, lively, Afrobeat, male, collaboration, Nigerian music"
dataset/Falz x Dice Ailes - Alakori.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Niniola - Boda sodiq.MP3,"energetic, upbeat, Afrobeat, female, Nigerian"
dataset/Yaw tog - Sei mu.MP3,"upbeat, energetic, hip hop, male, "
dataset/Dr Malinga – Siyafanelana ft. Master KG & Lowsheen.mp3,"upbeat,happy,energetic, afro house, male, collaboration, South African music"
dataset/Diamond Platnumz Ft Mr. Blue & Jay Melody - Mapoz.mp3,"energetic,happy, bongo flava, male, collaboration"
"dataset/Dj khaled ft chris brown, lil wayne and big sean - Jealous.MP3","upbeat, energetic, Hip hop, R&B, Male, collaboration, popular"
dataset/Travis scott ft drake - Sicko mode.MP3,"energetic,hype, hip hop, male, collaboration"
dataset/Nasty c - Eazy.MP3,"energetic, confident, hip hop, male, "
dataset/Ice Prince - Feel Good ft Phyno  Falz.mp3,"feel good, hip hop, male, collaboration"
dataset/Oladips-Bankuba.mp3,"energetic, lively, determined, hip hop, male, Nigerian music"
dataset/Russ ft bia - Best on earth.MP3,"sensual, romantic, R&B, Hip Hop, male, female, collaboration, catchy"
dataset/Larry Gaaga - Doe ft Davido.mp3,"upbeat, energetic, Afrobeat, male, collaboration, Nigerian"
dataset/Soundz  Faraway.mp3,"uplifting,happy, pop, male, "
dataset/Falz - Celebrity Girlfriend ft Reekado Banks.mp3,"upbeat, cheerful, Afrobeat, male, collaboration"
dataset/Jidenna ft mr eazi - Zodi.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Kach - Wanted.MP3,"energetic, hype, Afrobeats, male, Nigerian"
dataset/Timi Kei - Praising the Lord.mp3,"uplifting, joyful, gospel, male, worship"
dataset/Drake - 4pm in calabasas (care package).MP3,"reflective, nostalgic, laid-back, hip-hop, rap, male, R&B"
dataset/Fireboy DML - Timoti.mp3,"upbeat, energetic, Afrobeats, male, Nigerian"
dataset/Bloody Civilian – How To Kill A Man.mp3,"dark, intense, rock, male, violent"
dataset/Tns ft indlovukazi - My dali.MP3,"energetic, upbeat, afro house, mixed, collaboration"
dataset/Danny young - Marry you.MP3,"romantic, love, pop, male, "
dataset/Blaqbonez - Okwariji.MP3,"energetic, upbeat, hip hop, male, Nigerian rapper, Afrobeat"
dataset/Brenden Praise – Xurhisa ft. Atmos Blaq.mp3,"upbeat, energetic, soulful, house, male, collaboration, South African music"
dataset/Iyanya-On-Me-Ft-Derry-Black.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Spyro-For-You-ft-Diamond-Platnumz-Teni-Iyanya.mp3,"upbeat, romantic, Afrobeat, mixed, collaboration"
dataset/Megadrumz-Mjolo-Pandemic-ft-Mazet.mp3,"energetic,upbeat, Amapiano, mixed, collaboration"
"dataset/Phora ft g-eazy ,tory lanez - For you.MP3","romantic, emotional, hip hop, rap, male, collaboration"
dataset/Ayox-Tomorrow-Ft-Karlyteros-(JustNaija.com).mp3,"upbeat,hopeful, Afrobeat, male, collaboration"
dataset/Kiss Daniel - Good Time dflamz radio .mp3,"happy, upbeat, Afrobeat, male, radio edit, party"
dataset/LAX-Zaza.mp3,"energetic, upbeat, pop, male, "
dataset/King perry - Jigga.MP3,"energetic,upbeat, afrobeat, male, "
dataset/Skales - Ego.MP3,"upbeat,happy, afrobeats, male, Nigerian"
dataset/Kcee Ft OneRepublic - Ojapiano (Remix).mp3,"upbeat,happy, pop, male, remix, collab"
dataset/Olamide - Chokomilo.mp3,"energetic,happy, Afrobeat, male, Nigerian music"
dataset/Khalid normani - Love lies.MP3,"romantic, upbeat, pop, R&B, mixed, collaboration"
dataset/07-Uncle-Waffles-Blue-Tick-ft-DJ-Stresser-Vuyo.mp3,"upbeat,happy, hip hop, male, collaboration,featured artist"
dataset/IKECHUKWU FT MO'HITS ALL STARS - CRITICAL.mp3,"energetic,happy, Afrobeats, mixed, collaboration"
dataset/Gryfiin and slander ft calle lehmann - All you need to know.MP3,"energetic, upbeat, dance, mixed, collaboration"
dataset/Benny blanco ft juice wrld - Graduation.MP3,"upbeat, energetic, pop, male, collaboration"
dataset/Mellow ft-Sleazy-TumeloZa-LeeMcKrazy-TyroneDee-and TitoM  -Thesha.mp3,"Mellow, Hip Hop, Mixed, featuring artists: Sleazy, TumeloZa, LeeMcKrazy, TyroneDee, TitoM"
dataset/Ayra Starr Ft Seyi Vibez - Bad Vibes.mp3,"upbeat, energetic, Afrobeats, female, collaboration"
dataset/Tiwa Savage - Tales By Moonlight Ft  Amaarae.mp3,"upbeat, energetic, Afrobeats, female, collaboration"
dataset/Ty dollar $ign ft jhene aiko - By yourself.MP3,"chill, relaxed, R&B, mixed, collaboration"
dataset/Paul play and nonso amadi - Kolo.MP3,"romantic, love, Afrobeats, R&B, male, collaboration"
dataset/Real-Nox-Caina-Bells-ft-Kota-Native.mp3,"upbeat,happy, afro house, male, collaboration"
dataset/KJ-Spio-Oxlade-Undress-You-Ft-Sarkodie.mp3,"sensual, romantic, R&B, male, collaboration, African"
dataset/Cordae ft h.e.r and lil durk - Chronicles.MP3,"smooth, contemplative, hip hop, mixed, collaboration"
dataset/Lil nas x - Holiday.MP3,"festive, upbeat, pop, hip-hop, male, holiday, Lil Nas X"
dataset/Senhouse ft the afrodite - With you.MP3,"romantic, upbeat, R&B, female, collaboration, afrobeats"
dataset/Joeboy-Halle.mp3,"upbeat,happy, Afrobeats, male, danceable"
dataset/Rebecca-Winter-Bami-Soro-Ft-PsychoYP.mp3,"upbeat,happy, afrobeats, female, collaboration"
dataset/Gdzilla-No-CompetitioN.mp3,"energetic, powerful, hip-hop, male, upbeat, competitive"
dataset/Lil kesh ft joeboy - Vanilla bottega.MP3,"happy, upbeat, Afrobeats, male, collaboration"
dataset/Fireboy dml - Glory.MP3,"uplifting, energetic, afrobeat, male, Nigerian artist"
dataset/Dj twitty ft sophia town - Impilo ethekwini.MP3,"upbeat, lively, house, female, collaboration"
dataset/BLAQUE X DJ FLAMMZY - PEACHES (AMAPIANICA) Clean.mp3,"upbeat, energetic, Amapiano, mixed, "
dataset/Vector ft m.i abaga and pheelz - Crown of clay.MP3,"energetic,powerful, hip hop, male, collaboration"
dataset/Burna boy - Normal.MP3,"upbeat, energetic, Afrobeat, male, Nigeria, Burna Boy"
dataset/T-Classic_-_Jimmy_Choo.mp3,"upbeat,dance, afrobeats, male, n/a"
dataset/Ice-Prince Ft Runnjozzy Yaadman-L  - Lord Save Me.mp3,"upbeat, energetic, hip hop, male, collaboration, featured artist, prayer"
dataset/Ayox_-_Comfort_Zone.mp3,"chill,relaxing,uplifting, electronic, male, vocal"
dataset/Reminisce - Ogaranya ft Fireboy DML.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Falz - Mercy.mp3,"uplifting,happy, Afrobeat, male, Nigerian"
dataset/Adekunle-Gold-Tio-Baby.mp3,"romantic, happy, afrobeat, male, Nigerian music"
dataset/05-Tommy-Flavour-Kidogo.mp3,"upbeat,happy, afro-pop, male, Tanzanian music"
dataset/Mr eazi ft dj tarico and joey b - Patek.MP3,"upbeat, energetic, afrobeat, mixed, collaboration"
dataset/Pop smoke ft lil baby and dababy - For the night.MP3,"energetic, hype, hip-hop, rap, male, collaboration"
"dataset/Dj khaled ft nas, jay z, james fauntleroy, h by h - Sorry not sorry.MP3","confident, unapologetic, hip hop, rap, male, collaboration"
dataset/SHATTA WALE - JJC.mp3,"energetic, upbeat, Afrobeats, male, danceable"
dataset/Post malone - Reputation.MP3,"energetic,hype, hip hop, male, "
"dataset/DJ Stokie - Awukhuzeki (Visualizer) ft. Ommit, Sobzeen, Zee_nhle.mp3","energetic, upbeat, Amapiano, mixed, visualizer"
"dataset/Diamond Platnumz - IYO (feat. Focalistic, Mapara A Jazz & Ntosh Gazi) (NetNaija.com) - Copy.mp3","energetic, danceable, Afrobeat, Amapiano, male, collaboration, popular"
dataset/Paul rayven - Fine wine.MP3,"romantic, chill, R&B, male, soulful"
dataset/The chainsmokers ft 5sos - Who do you love.MP3,"upbeat, energetic, pop, electronic, mixed, collaboration, popular"
dataset/Darkovibes - Different.MP3,"dark, Afrobeats, male, upbeat"
dataset/Balloranking-Aje-Ft-LAX.mp3,"upbeat, energetic, lively, afrobeat, dancehall, male, collaboration"
dataset/Wstrn - Night and day.MP3,"upbeat,energetic, R&B, mixed, urban"
dataset/DAMMY-KRANE-OWE-B-OWE.mp3,"upbeat,happy, Afrobeats, male, "
dataset/Asake-What-s-Up-My-G (radio clean).mp3,"upbeat, energetic, Afrobeats, male, radio clean"
dataset/Runtown ft nasty c - No permission.MP3,"energetic, powerful, Afrobeat, male, collaboration"
dataset/Jole ( Radio Edit) Luddy Dave Ft Frankie Maston & G Nako.mp3,"upbeat, lively, pop, mixed, collaboration, radio edit"
dataset/Endofoldie-ft-Nkosazana-Daughter-Mthunzi-Udlala-Ngami-OD-Remix.mp3,"upbeat, energetic, groovy, afro-pop, mixed, collaboration, remix"
dataset/Dj-Seven-Worldwide ft Harmonize-Say-Yes.mp3,"upbeat, romantic, Afrobeat, Male, collaboration, love song"
dataset/Ykb - San siro.MP3,"upbeat,happy, afrobeat, male, "
dataset/Ice Prince - Want it All ft Krept & Konan.mp3,"energetic, confident, hip hop, male, collaboration"
dataset/DJ_Stokie_feat_Kabza_De_Small_Masterpiece_Madumane_-_Superman_72069063.mp3,"energetic, upbeat, Amapiano, male, collaboration"
dataset/Jidenna ft seun kuti - Worth the weight.MP3,"upbeat, afrobeat, male, collaboration"
dataset/Blackah - Fatima.MP3,"upbeat, energetic, afrobeat, male, n/a"
dataset/Kamo_ww & Nvcho - Abafana (feat. Xduppy & QuayR Musiq).mp3,"upbeat, energetic, afrohouse, mixed, collaboration"
dataset/Bloody Samaritan  Ayra Starr  Cover by Loud  Amapiano Remix.mp3,"energetic, upbeat, Amapiano, female, cover, remix"
dataset/Felo-Le-Tee-Vuma-ft-Mellow-Sleazy.mp3,"energetic,happy, amapiano, mixed, collaboration"
dataset/Wizkid - Mighty wine.MP3,"upbeat, groovy, afrobeat, male, Nigeria, dance"
dataset/Dookie - You & Me ft  Marvis.mp3,"upbeat,happy, pop, mixed, collaboration,duet,featured artist"
dataset/Burna Boy - Jagele.mp3,"upbeat, energetic, lively, Afrobeat, male, dance"
dataset/Carter Efe Ft Ceeza Milli Ikebe Super Radio Edit Clean Version.mp3,"energetic, upbeat, afrobeats, male, collaboration"
dataset/Tion wayne - Wow.MP3,"energetic, upbeat, hype, rap, male, club banger"
dataset/Promise Land .mp3,"hopeful, uplifting, pop, female, love, relationships"
dataset/Phyno ft tekno - Full current.MP3,"energetic, upbeat, Afrobeats, male, collaboration, Nigerian music"
dataset/01-Tommy-Flavour-Jah-Jah-ft-Alikiba.mp3,"upbeat,happy, bongo flava, male, collaboration"
dataset/Joyner Lucas ft Nefertitti Avani - Not Now i'm Busy.mp3,"upbeat, energetic, hip hop, mixed, collaboration"
dataset/Element EleéeH - FOU DE TOi Feat Ross Kana Bruce Melodie.mp3,"upbeat,happy, afrobeat, mixed, collaboration"
dataset/Major Lazer & Major League Djz - Designer (feat. Joeboy).mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Cher lloyd - None of my business.MP3,"energetic,sassy, pop, female, empowering"
dataset/Deshinor - Pemi.MP3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/James arthur - Empty space.MP3,"melancholic, emotional, pop, male, "
dataset/Runtown_-_Things_I_Know.mp3,"upbeat, energetic, Afrobeats, male, catchy"
dataset/Chelsea collins - Wish u hell.MP3,"empowering, confident, pop, female, sassy"
dataset/Tim Lyre - Spanish Lime Remix ft. Suté Iwar.mp3,"upbeat, groovy, Afrobeat, Afrofusion, Male, collaboration"
dataset/Shalate-Stay-Mine.mp3,"upbeat,romantic, pop, female, love"
"dataset/Dwin, The Stoic X Rhaffy - Allez.mp3","upbeat,happy, afrobeat, mixed, collaboration"
dataset/Dereal-Bonile-Deadly-Mission-ft-DrummeRTee924-S-N-Projects.mp3,"energetic, intense, hip hop, mixed, collaboration"
dataset/Sarkodie Ft BNXN Better Days.mp3,"uplifting,hopeful, hip hop, male, collaboration"
"dataset/Euphonik ft dj tira,naakmusiq , bekzin terris - Ama bhoza.MP3","energetic, upbeat, house, male, collaboration"
dataset/Zlatan - My Body ft Olamide.mp3,"energetic, upbeat, afrobeats, male, collaboration, Nigerian music"
dataset/Gyakie - Something.MP3,"romantic,soulful, Afropop, female, love song"
dataset/Simmy ft sun-el musician - Ubala.MP3,"upbeat, happy, afrohouse, female, collaboration, South African music"
dataset/KENAH - SUMMER BREEZE.mp3,"upbeat,happy,relaxing, pop, female, "
dataset/Zoro - Church.MP3,"energetic, powerful, hip hop, male, Nigerian"
dataset/Dj tunez ft oxlade - Causing trouble.MP3,"upbeat, Afrobeats, male, collaboration"
dataset/JZyNo-Eyes-On-You-ft-Camidoh.mp3,"romantic, Afrobeats, male, collaboration"
dataset/Tumelo-Za-Piano-High-School-ft-Uncle-Waffles-Sir-Trill-DJ-Maphorisa-Pabi-Cooper-Young-Stunn.mp3,"energetic,happy, amapiano, mixed, collaboration,upbeat"
dataset/Mario - Let me love you.MP3,"romantic, R&B, male, love"
dataset/Dremo ft. kida kudz & patoranking - Wonder.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Arrdee - Come & go.MP3,"upbeat, energetic, rap, male, British"
dataset/Rema - Holiday.MP3,"upbeat,happy, afrobeats, male, Nigeria"
dataset/Adekunle-Gold-Kere.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
"dataset/De Mthuda, Da Muziqal Chef & Eemoh – Sgudi Snyc ft. Sipho Magudulela.mp3","upbeat, energetic, Amapiano, male, collaboration, South African music"
dataset/John Dust - Free.mp3,"energetic, uplifting, inspiring, pop, male, catchy"
dataset/Ice-Beats-Slide-Sbuda-Maleather-ft-2Kultured-DJHarvey-Smehlane.mp3,"energetic, upbeat, hip hop, male, collaboration, DJ mix"
"dataset/Ejoya , naya akanji & tsuni - Faji.MP3","energetic,happy, Afrobeats, mixed, "
dataset/Stainless - Fiona.MP3,"upbeat,happy, pop, female, "
dataset/Tekno - Yur Luv.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Kryptian - Not letting go.MP3,"energetic, uplifting, pop, male, catchy"
dataset/Masterkraft_-_Tease_Me.mp3,"laid-back, groove, Afrobeats, male, upbeat"
dataset/Orezi-Colombiana.mp3,"upbeat,dance, afrobeat, male, Nigeria"
dataset/Saint jhn - Gorgeous.MP3,"upbeat, energetic, R&B, Hip-Hop, Male, catchy"
dataset/Johnny drille ft. styl-plus - Odo.MP3,"romantic, soulful, Afrobeat, male, feat. Styl-Plus"
dataset/Lady dunli ft darkovibes - Wonda wonda.MP3,"upbeat,happy, afrobeats, female, collaboration"
dataset/Wande coal - Ever blazin.MP3,"upbeat, energetic, Afrobeat, male, Wande Coal"
dataset/Mz Kiss - Girlie.mp3,"upbeat, energetic, Afrobeats, female, Nigerian"
dataset/Abigail-Chams-Falling-in-Love-(JustNaija.com).mp3,"romantic, R&B, female, Nigerian music"
dataset/P-Square_-_Find_Somebody.mp3,"upbeat,happy, Afrobeats, male, "
dataset/Rema - Hov.MP3,"energetic,happy, afrobeats, male, Nigerian"
dataset/Burna boy - Innocent man.MP3,"uplifting, energetic, afrobeat, male, Nigeria, Burna Boy"
dataset/Reminisce - Hustle Ft  Bnxn & D Smoke.mp3,"upbeat, energetic, hip-hop, mixed, collaboration"
dataset/Magixx - Colors.MP3,"upbeat, energetic, happy, pop, female, catchy"
dataset/SMANGORI FT NINIOLA & VISTA -Kushubile 2.0.mp3,"upbeat, energetic, afrobeat, mixed, "
dataset/Loatinover Pounds – Sosh Plata (Boity Remix).mp3,"Energetic, Upbeat, Hip Hop, Female, Remix"
dataset/Kizz daniel - Eh god (barnabas).MP3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Melii ft 6lack - You ain't worth it.MP3,"sultry, emotional, R&B, female, collaboration, contemporary"
dataset/Idahams_-_Kpofire.mp3,"energetic, upbeat, afrobeats, male, Nigerian music"
dataset/Olamide -  Doom.mp3,"energetic, upbeat, Afrobeats, male, Nigerian, hip hop"
dataset/Killer kau ft mbali - Tholukuthi hey.MP3,"upbeat, energetic, Amapiano, male, female, collaboration"
dataset/Young Jonn - Sharpally.mp3,"energetic, upbeat, afrobeats, male, danceable"
dataset/DJ_Melzi_-_uVele_ft_Mzu_M_Mkeyz_Da_Ish.mp3,"upbeat, energetic, amapiano, mixed, collaboration"
dataset/Aguero-Banks-Still-Sober-ft-Phyno.mp3,"energetic, upbeat, hip hop, mixed, collaboration"
dataset/T-Man-SA-Baba-Wethu-Ft-MAC-G-Jessica-LM-MFR-Souls-Tee-Jay.mp3,"upbeat, energetic, Amapiano, mixed, collaboration"
dataset/Ray blk ft. kaash paige - Mia.MP3,"soulful, chill, R&B, female, collaboration"
dataset/Ceasorous - Nice And Good.mp3,"upbeat,happy,positive, pop, female, catchy"
dataset/Simmy - Umahlalela.MP3,"uplifting, energetic, afro house, female, "
dataset/Skiibii_Ft_Don_Jazzy_-_Open_Bareta.mp3,"upbeat, energetic, Afrobeat, male, collaboration, danceable"
dataset/Aitch ft ziezie - Buss down.MP3,"energetic, upbeat, rap, male, collaboration"
dataset/Ananya birla ft l.a.x - Caught up.MP3,"upbeat,happy, pop, female, collaboration,catchy"
dataset/Teni - Uyo Meyo (DJ Bobbi Remix).mp3,"uplifting, energetic, celebratory, afrobeat, remix, female, party, dance"
dataset/Armağan Oruç & Furkan Korkmaz - Big Girl.mp3,"energetic, upbeat, pop, mixed, collaboration"
dataset/Megan thee stallion - Circles.MP3,"empowering, confident, rap, female, "
dataset/Ajebutter22 - Sunmoju.mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Lifesize Teddy  - Butterflies.mp3,"upbeat,happy, pop, mixed, catchy"
dataset/Mabel - OK (Anxiety Anthem).mp3,"empowering, positive, pop, female, anthem, motivational"
dataset/Mina-Bounce-Shandisi-ft-Dee-Traits-Omagoqa.mp3,"energetic, upbeat, gqom, female, collaboration, dance"
dataset/Zuchu-Honey.mp3,"romantic, soothing, bongo flava, female, Zuchu"
dataset/Camidoh ft stonebwoy - Brown skin.MP3,"romantic, happy, afrobeat, male, collaboration, popular"
dataset/Romi - Lesotho.mp3,"uplifting, happy, energetic, pop, female, upbeat"
dataset/LIBIANCA FT AYRA STARR x OMAHLAY- PEOPLE REMIX.mp3,"uplifting,happy,energetic, afrobeats, mixed, collaboration"
dataset/Tee y mix ft moelogo and oxlade - Closer.MP3,"upbeat, romantic, Afrobeats, male, collaboration"
dataset/Vybz Kartel ft Sikka Rymes - Like Im Superman (Clean).mp3,"energetic, powerful, dancehall, male, collaboration, clean"
dataset/Legendary styles ft falz - I see i saw.MP3,"upbeat, afrobeat, male, collaboration"
dataset/Fireboy dml - Sound.MP3,"upbeat, energetic, afrobeat, male, Nigerian"
dataset/Louisa johnson ft 2chainz - Yes.MP3,"energetic,happy, pop, female, feat. 2 Chainz"
"dataset/Nonso Amadi - Foreigner (Remix  Audio) ft. Chase Shakur, Projexx.mp3","chill, sultry, R&B, male, remix, featuring Chase Shakur, Projexx"
dataset/Reminisce - Daddy Ft  Davido.mp3,"nostalgic, upbeat, Afrobeat, male, collaboration, Nigerian music"
dataset/Tj ft illbliss - Eleukwu.mp3,"energetic,hype, afrobeat, male, collaboration"
dataset/Yimeeka - Iro.mp3,"upbeat,happy, afrobeats, female, dance"
dataset/Khaid - Fire.MP3,"energetic, powerful, EDM, male, "
dataset/Korede Bello - One And Only.mp3,"romantic, love, Afropop, male, Nigerian"
dataset/Ugoccie-g-M.mp3,"upbeat,happy, Afrobeats, female, Nigerian"
dataset/Magic System x Yemi Alade x Mohamed Ramadhan - Akwaba .mp3,"upbeat, joyful, energetic, Afrobeats, Dance, mixed, collaboration"
dataset/Takeoff - Last memory.MP3,"melancholic, hip hop, male, "
dataset/TI-BLAZE-Motivate.mp3,"Motivational, Energetic, Hip-Hop, Male, Upbeat, Inspiring"
dataset/Sarz - Beat of Life ft Wizkid.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Chronixx - Skankin sweet.MP3,"chill, relaxed, happy, reggae, male, uplifting"
dataset/Jay-Melody-Mbali-Nawe.mp3,"happy, upbeat, afro-pop, male, collaboration"
dataset/Blackmagic ft bigbad - Ego.MP3,"upbeat, afrobeat, male, collaboration"
dataset/Mr leo ft flavour - Jamais jamais rmx.MP3,"upbeat, energetic, Afrobeat, male, collaboration, remix, featured artist"
dataset/Criz shane - Slow down.MP3,"chill,relaxed, pop, male, "
dataset/Jhus - Its crazy.MP3,"energetic,happy, afrobeat, male, explicit lyrics"
dataset/PRAIZ-Mission-.mp3,"inspirational, motivational, gospel, male, spiritual"
dataset/De-Mogul-SA-Umdeni-ft-Boontle-RSA.mp3,"upbeat,happy, afro-house, mixed, South African"
dataset/J hus ft burna boy - Play play.MP3,"groovy, upbeat, Afrobeats, male, collaboration, international"
dataset/Burna boy ft wizkid - B d'or.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Tiwa savage ft davido - Park well.MP3,"romantic, upbeat, Afrobeats, female, male, collaboration"
dataset/Ruger-Blue.mp3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Robinson & jason derulo ft rema - Ayo girl ( fayahh beat).MP3,"happy, energetic, pop, afrobeat, mixed, collaboration, upbeat"
dataset/Odumeje-Powers-ft-Flavour.mp3,"energetic, powerful, Afrobeat, male, collaboration"
dataset/Jay-Sax-MAKOTI-ft-Khalil-Harrison-Cooper-Sa-(JustNaija.com).mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Skales ft harmonize - Oyoyo.MP3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/11 Come Closer (feat. Makhadzi & Master Kg).mp3,"energetic, upbeat, afro-house, mixed, collaboration, featuring Makhadzi & Master KG"
dataset/Otega Ft Jaido P  -  Damn IT.mp3,"energetic, hype, hip hop, male, collaboration"
dataset/Larry Gaaga - Tene ft Chike.mp3,"heartfelt, soothing, Afrobeat, male, collaboration"
dataset/Lifesize-Teddy-BBA.mp3,"upbeat,happy, pop, female, catchy"
dataset/Ciara ft tekno - Freak me.MP3,"sensual, energetic, Afrobeats, R&B, female, collaboration"
dataset/Lady Gaga  Ariana Grande  Rain On Me Radio Disney Version.mp3,"upbeat, pop, female, collaboration"
dataset/Konke-Kufeziwe-ft-Musa-Keys-Chley-Toby-Franco.mp3,"uplifting,happy, afro-house, mixed, collaboration"
dataset/Burna Boy - Wettin Dey Sup.mp3,"energetic,happy, Afrobeat, male, Nigerian"
dataset/Migos ft drake - Walk it talk it.MP3,"upbeat, energetic, hip hop, male, collaboration, popular"
dataset/Young paris ft olamide - Juicy.MP3,"energetic, happy, Afrobeats, male, collaboration"
dataset/Johnny drille - How are you (my friend.MP3,"soothing, reflective, pop, male, acoustic"
dataset/Joeboy ft ckay - Wetin be love.MP3,"romantic, afrobeat, male, collaboration"
dataset/Victony - Apollo.MP3,"uplifting,hopeful, hip hop, female, Nigerian artist"
dataset/Ayra Starr 21.mp3,"upbeat, energetic, Afropop, female, Nigerian"
dataset/Ke Star (feat. Virgo Deep) - Remix.mp3,"upbeat, energetic, Amapiano, male, remix, featuring Virgo Deep"
dataset/Avicii - Heaven.MP3,"uplifting,hopeful, EDM, male, collaboration,posthumous"
dataset/Magixx X Jeriq Vibration.mp3,"energetic, upbeat, lively, afrobeat, hip hop, male, collaboration"
dataset/Mdu-aka-trp-Man-Struggle-ft-Nkulee501-Skroef28-(JustNaija.com).mp3,"energetic, motivational, struggle, amapiano, male, collaboration, South African music"
dataset/Tjan - Sotey ft Mayorkun.mp3,"romantic, upbeat, Afrobeat, mixed, collaboration"
"dataset/Kizz Daniel, EMPIRE - Cough.mp3","upbeat,happy, Afrobeats, male, collaboration"
"dataset/Prince kaybee ft indlovukazi , supta, afro brother - Gugulethu.MP3","upbeat, energetic, house, afro house, mixed, collaboration"
"dataset/Goldlink ft bibi bourelly,  maleek berry - Zulu screams.MP3","energetic, powerful, hip hop, afrobeat, mixed, collaboration"
dataset/Burna boy ft wizkid - Jahs love is true.MP3,"upbeat, romantic, afrobeats, male, collaboration"
dataset/Joeboy ft oxlade - Woman.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/King Perryy - Paulina Ft Phyno.mp3,"energetic, upbeat, afrobeat, male, collaboration, Nigerian music"
dataset/Anitta - Mil Veces.mp3,"upbeat,sensual, reggaeton, female, Latin"
dataset/Dai Verse - Salt .mp3,"upbeat, energetic, hip-hop, male, collaboration"
dataset/The weeknd ft suzanna son - Family.MP3,"sad, emotional, R&B, male, collaboration"
dataset/Eddy-Kenzo-Gulawo.mp3,"upbeat,happy, Afrobeat, male, dance"
dataset/Jaywillz - Baby.MP3,"romantic,soulful, Afrobeat, male, Nigerian"
dataset/J cole - Photograph.MP3,"melancholy, reflective, hip hop, male, introspective, storytelling"
dataset/The Hate (Radio Edit) MI Abaga.mp3,"anger, dislike, Hip Hop, Male, explicit"
"dataset/Snakehips, jess glynne ft different artists - Lie for you.MP3","romantic, upbeat, pop, mixed, featured artists"
dataset/Ycee ft. patoranking - Aunty lovina.MP3,"energetic, upbeat, afrobeat, mixed, collaboration, Nigerian music"
dataset/Lil Frosh On The Low.mp3,"hype, afrobeats, male, Nigerian music"
dataset/Ayra starr - Bloody samaritan.MP3,"energetic, powerful, Afrobeats, female, upbeat, catchy"
dataset/French montana ft gunna - Suicide doors.MP3,"energetic, Hip Hop, male, collaboration"
dataset/Soundz  Pressure.mp3,"energetic,uplifting, pop, male, catchy"
dataset/Joeboy ft BNXN fka Buju & Odumodu Blvck  - Normally.mp3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
dataset/Terry apala ft zoro - Bread ati ewa.MP3,"upbeat, lively, Afrobeat, male, collaboration"
"dataset/DJ Malefactor - Light Work ft. Pdot O, Landmarque, Mpk, Jimmy Wiz, N'veigh & Abstrakt.mp3","upbeat, energetic, Hip Hop, Male, collaboration, rap"
dataset/Master kg ft nomcebo - Jerusalem.MP3,"upbeat, energetic, afro house, mixed, popular, dance"
dataset/Chris Brown - Hmmm  ft. Davido.mp3,"upbeat, energetic, R&B, Afrobeat, male, collaboration"
dataset/Bola Moses - Luv.mp3,"romantic, happy, soul, R&B, male, love song"
dataset/D'banj and 2baba - Baecation.MP3,"happy, romantic, afrobeat, male, collaboration, Nigerian artists"
dataset/Maestro-Dj-Brown-Ole-ft-Peruzzi-Bahdboy-Ife.mp3,"upbeat, romantic, Afrobeats, male, collaboration"
dataset/Omawumi - Forever ft Wax Dey.mp3,"upbeat, love, Afrobeat, female, collaboration"
dataset/Ayra-Starr - Lagos Love Story.mp3,"melancholic, nostalgic, Afrobeats, female, Nigeria"
dataset/DJ Spinall - Olowo ft Wande Coal  Davido.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
