audio,caption
dataset/Teni - Amen.mp3,"upbeat, joyful, Afrobeat, female, party, celebration"
dataset/BNXN fka Buju - Many Ways feat. Wizkid.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Doja cat - Need to know.MP3,"seductive, groovy, R&B, hip-hop, female, pop"
dataset/Dapo tuburna - Feel free.MP3,"happy, energetic, Afrobeat, male, upbeat"
dataset/Ill bliss ft dice ailes - Is it your money.MP3,"upbeat, playful, hip hop, male, collaboration"
dataset/Skales - Je Kan Mo.mp3,"upbeat,happy, Afropop, male, Nigerian"
dataset/Larry Gaaga - Monica  ft Ajebo Hustlers.mp3,"upbeat, energetic, Afrobeat, mixed, collaboration, Nigerian music"
dataset/Karol g and maluma - Creeme.MP3,"romantic, upbeat, reggaeton, mixed, Latin music"
dataset/Harrison  James French  Daniel de Bourg - There for you.mp3,"uplifting, hopeful, pop, male, collaboration"
dataset/Joeboy-Check - My-Phone.mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Drega & SkyeWanda – Yebba’s Heartbreak (Show My Love).mp3,"heartbreak, love, emotional, Afro-house, mixed, "
dataset/Juls ft agent sasco - Slow down.MP3,"chill, relaxed, afrobeats, mixed, featuring, Juls, Agent Sasco"
"dataset/Juls ft. wizkid, agent sasco & jael - Close to me.MP3","upbeat, energetic, afrobeats, mixed, collaboration"
dataset/Savage X Zlatan - Concussion Rmx .mp3,"energetic, hype, afrobeats, male, remix"
dataset/Zoro ft lil kesh - Giddem.MP3,"energetic, Afrobeats, male, collaboration"
dataset/Caltonic_SA_-_Like_Vigro_Deep_68436135.mp3,"energetic, amapiano, male, "
dataset/Yung6ix - Everything gucci.MP3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Ckay ft. elgrande toto - Love nwantiti (north african remix).MP3,"romantic, energetic, Afrobeat, mixed, remix, collaboration"
dataset/MAUA-SAMA-Kiss-Me.mp3,"romantic, upbeat, afro-pop, female, bouncy"
dataset/Simi-Gimme-Something.mp3,"romantic, Afrobeat, female, Nigerian"
dataset/Na Wose - UPZ  P.M Project feat Sofiya Nzau.mp3,"upbeat, lively, energetic, house, mixed, collaboration, featuring"
dataset/MO'HITS ALL STARS - JASI.mp3,"upbeat, groovy, Afrobeat, mixed, party"
dataset/Naira Marley - Idi Oremi (Opotoyi  Pt 2).mp3,"energetic, groovy, Afrobeats, male, dance, party"
dataset/Joyner lucas - Will (adhd).MP3,"empowered, nostalgic, energetic, hip-hop, male, tribute, rap"
dataset/K1-De-Ultimate-Ade-Ori-Okin_01.mp3,"upbeat, energetic, afrobeat, male, Nigerian music"
dataset/Orezi - Big Something ft Flavour & M I.mp3,"energetic, lively, Afrobeat, male, collaboration, Nigerian music"
dataset/Fireboy DML - Outside feat. Blaqbonez).mp3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
dataset/Sess & falz - Thunda.MP3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Tems - Gangsta.mp3,"dark, intense, R&B, female, soulful"
dataset/Not3s ft. tiwa savage & avelino - Bank roll.MP3,"upbeat, energetic, Afrobeat, Male, collaboration"
dataset/Wurld ft sarz - Sweet n fine.MP3,"upbeat, happy, afrobeat, male, "
dataset/Mayorkun - Under The Canopy.mp3,"upbeat,happy, Afrobeat, Male, Nigerian"
"dataset/Musa Key, Loui & Victony - Selema (Po Po) REMIX.mp3","upbeat,happy,energetic, Afrobeats, mixed, collaboration,remix"
dataset/Aylo ft fasina and psychoyp - Sassy.MP3,"upbeat, energizing, hip-hop, rap, mixed, collaboration, catchy"
dataset/Mbosso Ft Chley - Sele.mp3,"upbeat,happy, Bongo Flava, Male, collaboration"
dataset/Dj tira and prince bulo ft aka and okmalumkoolkat - No rush remix.MP3,"energetic, upbeat, afro house, male, remix, collaboration"
dataset/Phina-Sisi-Ni-Wale.mp3,"upbeat,happy, afro-pop, female, east african"
"dataset/Inkabi-Zezwe Ft Sjava ,Big Zulu - Slow Jam Sase Bergville.mp3","chill,relaxing,melancholic, hip-hop, male, collaboration"
dataset/Victor AD - Olofofo.mp3,"uplifting,energetic, afrobeats, male, Nigerian"
dataset/Kcee ft. peruzzi and okwesili eze group - Hold me tight.MP3,"romantic,upbeat, Afrobeat, male, collaboration"
dataset/TI-BLAZE Ft Bhadboi OML - Holy.mp3,"uplifting, spiritual, hip hop, male, collaboration"
dataset/Headie one ft young t and bugsey - Princess cuts.MP3,"energetic, confident, rap, male, collaboration"
"dataset/K.O – Isitha ft. Aymos, Loki & Roiii.mp3","upbeat, energetic, gqom, amapiano, male, collaboration"
dataset/EFYA - SET ME FREE.mp3,"uplifting, energetic, empowering, Afrobeat, female, Ghanaian artist, soulful vocals"
dataset/Basket Mouth - Your Body Ft  Buju.mp3,"upbeat, romantic, Afrobeats, male, collaboration, trending"
dataset/Kabza De Small - Khusela ft. Msaki.mp3,"upbeat,happy, amapiano, male, collaboration"
dataset/Ajebo Hustlers Ft Raebel - Undecided.mp3,"upbeat, energetic, Afrobeats, mixed, collaboration"
dataset/Pheelz-Stand-By-You-.mp3,"uplifting,hopeful, Afrobeat, male, collaboration"
dataset/D smoke & fireboy dml - Sleepwalking.MP3,"chill, laid-back, R&B, Afrobeat, male, collaboration"
dataset/Inga-Hina-Healing-ft-Inga-Hina.mp3,"uplifting,happy,healing, pop, female, collaboration"
dataset/LAYCON - WAKA.mp3,"upbeat,happy, afrobeats, male, Nigerian"
"dataset/Kabza-De-small-x-Dj-Maphorisa Ft Felo Le Tee , 2woshortrsa, Stompiiey, ShaunMusiQ, Ftears, Nanini.mp3","upbeat, energetic, Amapiano, mixed, collaboration"
dataset/DJ-Stokie-Soweto-s-Finnest-ft-Mkeyz.mp3,"upbeat, energetic, Amapiano, male, collaboration"
dataset/Dr Dolor - Rambo Ft  Teni.mp3,"energetic,happy, Afrobeat, mixed, "
dataset/Magixx Color (my baby).mp3,"upbeat,happy, pop, male, "
dataset/Future ft tems and drake - Wait for u.MP3,"uplifting, nostalgic, R&B, Hip hop, male, female, collaboration, popular"
dataset/Bad Girl (Radio Edit)  DJ Tunz Ft Wande Coal & Victony.mp3,"energetic, upbeat, Afrobeats, mixed, collaboration, party"
dataset/PsychoYP - Commitment.mp3,"energetic, motivational, rap, male, upbeat"
dataset/Oladips-No-Gree-For-Anybody-ft-Otega.mp3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Masterkraft ft tekno - 10 sure oddz.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Lojay - Availabu.MP3,"upbeat,happy, Afrobeats, male, "
dataset/Davolee FT  Zatan - West Africa Time.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Enrique_Iglesias_Ft_Pitbull_I_Like_It_Avicii_Remix.mp3,"energetic, upbeat, electronic, dance, male, remix"
dataset/Lisa yaro - Savage.MP3,"energetic, powerful, pop, female, upbeat"
dataset/Rate Me - Fozter CENSORED.mp3,"energetic, confident, pop, male, explicit"
dataset/Rema_-_Iron_Man.mp3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Yung l - Anya.MP3,"energetic, upbeat, afrobeats, male, Nigerian, danceable"
dataset/Stakev-Strategy-Ft-Focalistic-Ch-cco-(JustNaija.com).mp3,"energetic, upbeat, Amapiano, male, collaboration"
dataset/Ayox-IF-BEING-SAD-IS-A-CRIME.mp3,"sad, hip hop, male, emotional"
dataset/Obongjayar - Message in a hammer.MP3,"uplifting, powerful, experimental, electronic, male, lyrical, thought-provoking"
dataset/Yemi Alade - True Love.mp3,"happy, upbeat, Afrobeat, female, love"
dataset/Ajebo Hustlers Ft Jeriq - Last Week.mp3,"energetic, upbeat, Afrobeats, male, collaboration, Nigerian music"
dataset/Ed sheeran - Boat.MP3,"uplifting,happy, pop, male, "
dataset/Ugoccie - Sunny.mp3,"calm, happy, uplifting, Afrobeats, female, Nigerian"
dataset/Lil durk - Pelle coat.MP3,"energetic, confident, rap, male, "
dataset/Uzikwendu ft m.i abaga - Lyrical cardio.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Dj khalid ft h.e.r and migos - We going crazy.MP3,"upbeat, energetic, hip-hop, mixed, collaboration"
dataset/Hotkid - At This Point.mp3,"upbeat, energetic, powerful, Afrobeat, male, "
dataset/Cheque - Lpd.MP3,"energetic,upbeat, afrobeat, male, Nigerian"
dataset/LuuDadeejay-Siya-Shova-ft-2woshort-Stompiiey.mp3,"upbeat, energetic, amapiano, male, collaboration"
dataset/Seyi Shay x Harmonize - Ko Ma Roll.mp3,"upbeat, energetic, Afrobeats, mixed, collaboration"
dataset/WONDA VIBES - SWEET INSIDE.mp3,"happy, upbeat, pop, female, summer vibes"
dataset/Tiz east ft. boj & donae'o - Hello (remix).MP3,"upbeat, energetic, Afrobeats, mixed, collaboration, remix"
dataset/Lava-Lava-Tuna-Kikao-ft-Diamond-Platnumz.mp3,"upbeat,energetic, bongo flava, male, collaboration"
dataset/Meghan Trainor - All About That Bass.mp3,"upbeat,happy, pop, female, empowering, body positivity"
dataset/Iyanya - Mr Oreo.mp3,"upbeat,dance, afrobeat, male, clubbing"
dataset/Buju - L'enu.MP3,"upbeat,happy, Afrobeat, male, "
dataset/Johnny drille ft. don jazzy - Ova.MP3,"upbeat, joyful, Afrobeat, male, collaboration"
dataset/Oxlade ft mayorkun - Bad boy.MP3,"upbeat, groovy, Afrobeats, male, collaboration"
dataset/Rayvani - Down.mp3,"happy, upbeat, bongo flava, male, trending"
dataset/Kida kudz - Majestical.MP3,"energetic, upbeat, afrobeats, male, club, dance"
dataset/Dj khalid ft drake - Popstar.MP3,"upbeat,hype, hip hop, male, collaboration"
dataset/Asake - Yoga.mp3,"upbeat, energetic, Afrobeats, male, "
dataset/King Perry - Eastern Baby.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Super Soma Clean Master.mp3,"energetic, uplifting, electronic, instrumental, energetic beats, futuristic"
dataset/E major - Jara.MP3,"upbeat,happy, pop, female, "
dataset/Ugoccie-Maranma.mp3,"emotional, Afrobeats, female, Nigerian"
"dataset/Sean Paul Ft Shenseea, Gwen Stefani - Light My Fire.mp3","upbeat, energetic, dancehall, pop, mixed, collaboration"
dataset/Burna boy - Destiny.MP3,"upbeat, energetic, inspirational, Afrobeat, male, Nigerian"
dataset/Terri - Come around.MP3,"upbeat,happy, pop, female, catchy"
dataset/Meskey - Life.MP3,"upbeat,happy, pop, male, "
dataset/Tiwa savage - Dangerous love.MP3,"sensual, romantic, Afrobeats, R&B, female, upbeat"
dataset/Zlatan-Oganigwe-feat-Odumodublvck-Jeriq.mp3,"energetic,dance, afrobeats, male, collaboration"
dataset/LeriQ - Wish List ft  Wande Coal.mp3,"upbeat, Afropop, male, collaboration"
dataset/PLANTATION BOIZ - DON'T YOU KNOW.mp3,"upbeat,happy, hip hop, male, catchy"
dataset/Zlatan-Bust-Down-Ft-Asake.mp3,"energetic, upbeat, hip-hop, male, collaboration"
dataset/Yemi alade ft dadju - I choose you.MP3,"romantic, uplifting, afro-pop, R&B, female, collaboration, love song"
dataset/DJ Maphorisa Kabza De Small feat. Busiswa - Suka.mp3,"upbeat,happy, Amapiano, mixed, dance"
dataset/Dj spinall ft fireboy dml - Sere.MP3,"upbeat, lively, afrobeat, male, collaboration"
dataset/Koffee  Where Im From .mp3,"upbeat,happy, reggae, female, Jamaican"
dataset/Bryson tiller - Blame.MP3,"chill, melancholic, R&B, male, smooth"
dataset/Native_Sound_System_Ft_Gabzy_-_TGIF.mp3,"upbeat,happy,celebratory, Afrobeats, male, weekend,party"
dataset/Yung6ix - International.mp3,"upbeat, energetic, hip hop, male, international"
dataset/Shisha marioo ft Mr . Nice.mp3,"energetic, upbeat, bongo flava, male, collaboration"
dataset/Zlatan ft odumodublvck and jeriq - Oganigwe.MP3,"energetic, lively, Afrobeats, male, collaboration"
"dataset/Yung6ix ft erriga, payper corleone and dr barz - You don see am.MP3","energetic, upbeat, hip hop, male, collaboration"
dataset/DJ Tunez - Require ft Olamide.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Darkoo ft blanco - She like.MP3,"upbeat, energetic, rap, female, collaboration, UK artist"
dataset/UGOCCIE Phenominal Girl PT.mp3,"Energetic, Powerful, Pop, Female, Upbeat, Catchy"
dataset/Wande Coal - Your Body (One Dance Cover).mp3,"upbeat, dance, Afrobeat, male, cover"
dataset/Toxicated-Keys-Omaann-O-Betha-Kick-KingsOfRoughMusiQ-ft-GemValleyMusiQ-OwGee-DJ-Fonzi.mp3,"energetic, upbeat, amapiano, mixed, feat GemValleyMusiQ, OwGee, DJ Fonzi"
dataset/Damian Marley ft Stephen Marley  Medication  Clean Version.mp3,"upbeat, energetic, reggae, male, collaboration, clean version"
dataset/Cuppy - Karma Ft Stonebwoy.mp3,"upbeat,happy,energetic, Afrobeats, female, collaboration"
dataset/Quamina MP feat. KiDi - Your Love.mp3,"romantic, upbeat, afrobeats, male, collaboration, Ghanaian music"
dataset/09-Tommy-Flavour-Niombee.mp3,"upbeat, energetic, bongo flava, male, Tanzanian music"
dataset/Jorja smith ft popcaan - Come over.MP3,"chill, romantic, R&B, Reggae, female, collaboration"
dataset/Goya Menor Ehen.mp3,"calm, soothing, peaceful, classical, male, instrumental"
dataset/Iyanya - Believe.MP3,"hopeful, optimistic, Afropop, male, uplifting"
dataset/Wizkid ft burner boy - Ginger.MP3,"energetic, happy, afrobeats, male, "
dataset/REMA-BOOTY BOUNCE-RADIO EDIT FINAL.mp3,"energetic, upbeat, Afrobeat, male, "
dataset/Bella Shmurda - My-Brother (Tribute to Mohbad).mp3,"emotional,sad, Afrobeats, male, tribute"
dataset/AttiFaya & Kemuel - Fresh Boy Riddim.mp3,"Energetic, Upbeat, Reggae, Male, Collaboration"
dataset/Sun el musician ft simmy and lelo kamau - Sonini.MP3,"upbeat,happy, afro-house, mixed, collaboration"
dataset/Bare With Me (Radio Edit) Ms Bank.mp3,"upbeat, energetic, pop, female, "
dataset/Kanye west ft xxxtentacion - True love.MP3,"emotional, intense, hip hop, male, collaboration, rap"
dataset/DJ Spinall - Pressure ft DiceAiles.mp3,"energetic, lively, afrobeats, male, collaboration"
dataset/Burna Boy - Its Plenty.mp3,"energetic, uplifting, afrobeat, male, Nigeria, dance"
dataset/LAIME FT ODUMODUBLVCK - WHERE DEM DEY.mp3,"energetic, lively, upbeat, afrobeats, male, collaboration"
dataset/Speed Darlington Bomb.mp3,"energetic, fast-paced, Afrobeats, male, hip-hop, Nigerian"
dataset/We Run The Road (Radio Edit) Big Zulu ft Patoranking & Nasty C.mp3,"energetic, upbeat, hip hop, mixed, collaboration, radio edit"
dataset/Reekado Banks - Ozumba Mbadiwe Ft Fireboy DML.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Peruzzi ft davido - Somebody baby.MP3,"upbeat, romantic, Afrobeats, Male, collaboration"
dataset/Bnxn ft Popcaan - Final Answer.mp3,"upbeat,happy, dancehall, male, collaboration"
dataset/Gucci mane ft bruno mars & kodak black - Wake up in the sky.MP3,"upbeat,happy, hip-hop, male, collaboration,chart-topping"
dataset/Ajebutter22 Ft. Jeff Akoh -- Fire.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Maleek berry - My way.MP3,"upbeat, energetic, Afrobeat, male, catchy"
dataset/Wurld - Sad tonight.MP3,"sad, R&B, male, Wurld"
dataset/VJ Adams - Based On Believe Ft  Harrysong.mp3,"uplifting, positive, Afrobeat, male, collaboration"
dataset/Dj thakzin ft gwen - Nako.MP3,"upbeat,happy, afro-house, mixed, "
dataset/DANCEHALLING - Unco JingJong.mp3,"energetic, uplifting, dancehall, male, upbeat"
dataset/Rexxie ft bella shmurda - Back to back.MP3,"upbeat, energetic, afrobeat, male, collaboration, Nigerian"
dataset/ANGELOH FT WAJE - JEJE.MP3,"joyful, upbeat, Afrobeat, mixed, collaboration"
dataset/Heavy-K-Andikayeki-ft-Ami-Faku-(JustNaija.com).mp3,"upbeat,dance, afrobeats, male, collaboration"
dataset/Drake - Not nice.MP3,"upbeat, energetic, Rap, Male, popular"
dataset/Noah Aire - Nuh Fi Deny.mp3,"upbeat,happy, reggae, male, positive"
dataset/Kizz daniel - Need somebody.MP3,"romantic, intimate, Afrobeats, male, love song"
"dataset/King Tone SA, Oskido, Ze2 - Kuzolunga (Radio Edit).mp3","energetic, uplifting, afro house, mixed, collaboration"
dataset/Dookie - Cash Or Transfer  Ft  Verse Gunzalo.mp3,"energetic, playful, rap, male, collaboration"
dataset/Responsibility (Radio Edit) Graham_D_Ft_Jaywillz.mp3,"uplifting, pop, male, radio edit, featuring"
dataset/Buju - Kilometer.MP3,"energetic, upbeat, Afrobeat, male, popular, trending"
dataset/Xowla-ft-Big-Zulu-DJ-Tira-Bengdakiwe.mp3,"energetic, lively, gqom, male, collaboration, dance"
dataset/Lady donli - M.k.k.MP3,"upbeat, energetic, afrobeats, female, Nigerian"
dataset/Distruction boyz ft dj tira naakmusiq - Sinenkani.MP3,"energetic, lively, gqom, male, collaboration"
dataset/Guchi-Leave-Me-Now.mp3,"upbeat, energetic, Afrobeats, female, catchy"
dataset/Taylor Swift  End Game feat Ed Sheeran  Future RadioVersion.mp3,"energetic, upbeat, pop, female, collaboration, radio version"
dataset/Megan thee stallion ft dua lipa - Sweetest pie.MP3,"energetic, fun, pop, female, collaboration"
dataset/Zlatan - Quilox.mp3,"energetic, upbeat, Afrobeats, male, danceable"
dataset/Bad_Boy_Timz_-_Big_Money.mp3,"energetic, lively, afrobeats, male, uptempo"
dataset/Oskido ft niniola - Banky banky.MP3,"upbeat, energetic, afrohouse, mixed, collaboration"
dataset/Brainee - Baby.MP3,"upbeat,happy, Afrobeats, male, dance"
dataset/Olakira - Sere Ft Zuchu.mp3,"upbeat, tropical, Afrobeat, male, collaboration, East African"
dataset/Deekay ft peruzzi - Everything.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/KDD-Ukwenzeka-ft-Kiddyondebeat-Thatohatsi.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Already Won.mp3,"uplifting, victorious, pop, female, "
dataset/PLANTATION BOIZ - EMEMMA.mp3,"energetic,happy,upbeat, afrobeat, male, Nigerian"
dataset/Sound sultan ft small doctor - Twin broda.MP3,"energetic,hype, Afrobeats, male, collaboration"
dataset/MI Abaga - Plan B.mp3,"energetic,hype, hip hop, male, Nigerian,rap"
dataset/Ladi Poe - Feeling Ft  Buju.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/P-SQUARE - SAY YOUR LOVE.mp3,"romantic, emotional, Afrobeat, male, Nigerian"
dataset/Bella shmurda & popcaan - So cold.MP3,"energetic, chilling, Afrobeats, Dancehall, male, collaboration"
dataset/Wizkid - Bad to me.MP3,"energetic, emotional, Afrobeats, male, soulful"
dataset/Fredo - Scorpion.MP3,"energetic, aggressive, rap, male, explicit lyrics"
dataset/Adekunle gold - Ogaranya.MP3,"calm, upbeat, Afrobeat, male, Nigerian music"
dataset/Bongza-Umlomo-Wakho-ft-Mkeyz-DSAX.mp3,"energetic,upbeat, amapiano, male, collaboration,featured artist"
dataset/Rema ft alpha p - Starboy.MP3,"energetic,happy, Afrobeats, male, collaboration"
dataset/J cole ft bas - 100 mil'.MP3,"energetic, confident, Hip Hop, male, collaboration, rap"
dataset/QingMadi - Sins For U.mp3,"upbeat,happy, pop, female, catchy"
dataset/Rema - Peace of mind.MP3,"calm, peaceful, Afrobeats, male, Nigerian"
dataset/Fireboy dml - High on life.MP3,"uplifting, energetic, Afrobeats, male, Nigerian"
dataset/Janelle monae - Make me feel.MP3,"energetic, funky, pop, funk, female, 2010s"
dataset/Ceeza milli - Based on what.MP3,"upbeat,happy, Afrobeat, male, danceable"
dataset/Wretch 32 - Mummy's boy.MP3,"emotional, rap, male, UK"
dataset/Patoranking - Lenge lenge.MP3,"upbeat, lively, Afrobeat, male, dancehall"
dataset/Speroachbeatz ft mayorkun & peruzzi - Constantly.MP3,"happy, upbeat, Afrobeats, male, collaboration"
dataset/Tems - Born in the Wild.mp3,"mellow, soulful, reflective, R&B, Afrobeat, female, acoustic"
dataset/Amaarae-Counterfeit.mp3,"upbeat, energetic, groovy, afrobeat, neo-soul, female, catchy"
dataset/Skales ft davido - This your body.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Young-Duu-Rora.mp3,"energetic,happy, pop, male, "
dataset/Cardi B Kanye West  Lil Durk  Hot Ish Clean.mp3,"energetic, hype, hip-hop, female, male, collaboration, trending"
dataset/Ruger-Party-Monster-Ft-Bnxn.mp3,"party, energetic, Afrobeats, male, collaboration"
dataset/Yung l - Kpononor.MP3,"upbeat, energetic, Afrobeats, male, danceable"
dataset/RECOUP RECORDS FT OVAHFLO - FALLING.mp3,"energetic, powerful, hip hop, mixed, collaboration"
dataset/Black sherif - 45.MP3,"energetic,emotional, afrobeat, male, Ghanaian"
dataset/Little mix - The cure.MP3,"uplifting, energetic, pop, female, empowering"
dataset/Rexxie ft mohbad - Kpk (ko por ke).MP3,"energetic, upbeat, Afrobeats, male, Nigerian music"
dataset/Chop life crew ft. l.k and mojo - Clc step.MP3,"Energetic, Upbeat, Afrobeats, Male, Collaboration, Danceable"
dataset/Wizkid - Gucci Snake ft Slimcase.mp3,"energetic, upbeat, Afrobeats, male, club, dance"
dataset/J cole - Hunger on hillside.MP3,"introspective, reflective, hip hop, male, J Cole"
dataset/Sisi Omotara - Don’t Back Down.mp3,"uplifting, empowering, Afrobeat, female, Nigerian"
dataset/Falz - Mercy.MP3,"upbeat,dance, Afrobeat, male, Nigerian"
dataset/JERRY TAPA FT G2 AMANI - ABOBI.mp3,"energetic, uplifting, afrobeat, hip hop, male, collaboration, African music"
dataset/Kofi mole - Your love.MP3,"romantic, Afrobeats, male, "
dataset/Illbliss - Ayakata Ft  Falz.mp3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
dataset/Crazy (Radio Edit) MI Abaga Ossi Grace Crazy.mp3,"uplifting, energetic, hip hop, male, Radio Edit, MI Abaga, Ossi Grace"
dataset/Olamide-Letter-To-Milli.mp3,"inspirational, reflective, hip hop, male, Nigerian"
dataset/Imnotsteelo & Cyfred - Udlala Ngami (feat. Sino Msolo).mp3,"energetic, upbeat, amapiano, male, collaboration"
dataset/Jaido P Ft Fireboy DML One Of A Kind.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Wande coal ft wizkid - Ebelebe.MP3,"upbeat, Afrobeat, male, collaboration"
"dataset/Ella mai ft nicki minaj , quavo - Boo'd up remix.MP3","romantic, uplifting, R&B, mixed, remix, collaboration"
dataset/De magnus - Olohun.MP3,"upbeat,happy, Afrobeats, male, energetic,exciting"
dataset/Blaqbonez ft boj and ckay - Good boy.MP3,"happy, upbeat, Hip-hop, Afrobeats, Male, collaboration"
dataset/Seyi shay ft kiss daniel - Surrender.MP3,"romantic,smooth, Afropop, female, collaboration"
dataset/P-Square_-_Jaiye_Ihe_Geme__Okhype.com_.mp3,"energetic,dance, Afrobeats, male, Nigerian"
dataset/Sarkodie-ft-Rudeboy-Lucky dflamz clean .mp3,"upbeat, happy, Afrobeat, male, collaboration, clean"
dataset/Show Dem Camp - Rolling ft Tobi.mp3,"upbeat, groovy, Hip Hop, Male, collaboration"
dataset/Davido Ft Asake No Competition.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Taylor swift - Daylight.MP3,"uplifting, hopeful, nostalgic, pop, female, love, reflection"
dataset/Focalistic_ft_Davido_-_Champion_Sound.mp3,"energetic, upbeat, Amapiano, Afrobeat, male, collaboration"
dataset/07-Ruger-Not-Done-ft-Bnxn.mp3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Burna Boy - Gum Body ft Jorja Smith.mp3,"sensual,romantic, afrobeats, male, collaboration"
"dataset/VibezInc ft Seyi-Vibez,BloodyCivilian - WhatsApp.mp3","upbeat, energetic, Afrobeats, male, collaboration"
dataset/Joe-el ft yemi alade - Celebrate.MP3,"celebratory, upbeat, Afrobeat, mixed, collaboration"
dataset/Larruso-New-Hope.mp3,"upbeat,hopeful,energetic, afrobeats, male, danceable"
"dataset/Metro boomin ft don toliver, wizkid, beam and toia - Link up (spider verse remix).MP3","energetic, upbeat, hip hop, mixed, remix, collaboration"
dataset/Burna Boy - Dangote (Extended Intro).mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Skiibii-Are-You-Vhere dflamz radio .mp3,"upbeat,dance, afrobeats, male, radio"
dataset/CANDY BLEAKZ FT. BAD BOY TIMZ - FREE FOR ALL.mp3,"energetic, lively, Afrobeats, female, collaboration, Nigerian music"
dataset/Selena gomez - Loose you to love me.MP3,"reflective, melancholic, pop, female, heartbreak"
dataset/Zlatan - 10 Bottles.mp3,"energetic, upbeat, lively, Afrobeats, male, party, dance"
dataset/Shady blue - Kampe.MP3,"calm, reflective, mysterious, pop, male, uplifting"
dataset/Rick ross ft wale - Act a fool.MP3,"energetic, upbeat, hip hop, rap, male, collaboration"
dataset/YOUNG JONN - AQUAFINA.mp3,"upbeat, energetic, afrobeat, male, dance"
dataset/Phyno ft the cavemen. - Chizoba.MP3,"relaxing, soulful, Afrobeats, male, collaboration, Nigerian"
dataset/Victony - Chop slide.MP3,"energetic, upbeat, hip hop, male, Nigerian"
dataset/Tiwa savage - Tiwas vibe.MP3,"upbeat, energetic, afrobeats, female, popular"
dataset/Crayon - On code.MP3,"upbeat,happy, pop, male, "
dataset/Ice prince ft peruzzi - Yawa.MP3,"laid-back, upbeat, afrobeat, male, collaboration"
dataset/Lil nas x ft nba young boy never broke again - Late to da party.MP3,"energetic, hype, hip-hop, rap, male, collaboration, popular"
dataset/Sarkodie - Black excellence (ebibi man).MP3,"inspirational, uplifting, hip hop, male, empowerment, success"
dataset/Rema - Why.MP3,"sad, emotional, afrobeats, male, Nigeria, R&B"
dataset/Tems - Found Ft  Brent Faiyaz.mp3,"soulful, mellow, R&B, female, collaboration"
dataset/Ninalowo (Radio Edit) 9ice ft Zlatan.mp3,"Energetic, Upbeat, Afrobeats, Male, "
dataset/Beyonce ft jayz - Lovehappy.MP3,"happy, love, R&B, female, collaboration, Beyonce, Jay-Z"
dataset/Ice Prince - Shots on Shots ft Sarkodie.mp3,"energetic, upbeat, hip hop, male, collaboration, rap"
dataset/Praiz Ft KINGXN - Tonight.mp3,"romantic, upbeat, Afrobeats, male, "
dataset/Bella shmurda - Oh oh oh.MP3,"upbeat, energetic, Afrobeats, male, danceable"
dataset/Major lazer ft karol g - En la cara.MP3,"energetic, upbeat, reggaeton, female, collaboration"
dataset/Daliwonga  Abo Mvelo Official Audio ft Mellow  Sleazy MJ.mp3,"energetic, Amapiano, male, collaboration"
dataset/Ed sheeran - F64.MP3,"upbeat,happy, pop, male, "
dataset/Teni - Malaika x Bien.mp3,"joyful, upbeat, Afrobeat, female, collaboration"
dataset/Sarz & WurlD - Sade.mp3,"upbeat,happy, Afrobeat, mixed, popular"
dataset/Adekunle Gold - Ogaranya.mp3,"upbeat, joyful, Afrobeat, male, Nigerian music"
dataset/Qdot-JUBA-Ft-Bella-Shmurda.mp3,"energetic,dance, Afrobeat, male, collaboration, Nigerian music"
dataset/Rudimental ft annie marie and tion wayne - Come over.MP3,"upbeat, energetic, pop, mixed, collaboration"
dataset/Nissi - Heavy.mp3,"energetic, powerful, pop, R&B, female, uplifting"
dataset/Timaya - Honey Na Money.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/DJ Spinall - Money Ft  2Face & Wande Coal.mp3,"energetic, upbeat, Afrobeat, male, collaborative"
dataset/Konke-Hamba-Nawe-Ft-Toby-Franco.mp3,"upbeat,happy, afro-pop, male, collaboration"
